amount,channel_CARD_HOST,channel_CARD_PHONE,channel_CARD_RECURRING,channel_CARD_STORE,channel_CARD_WEB,channel_CASH_IN,channel_CASH_OUT,channel_DEBIT,channel_PAYMENT,channel_TRANSFER,source_dataset_IEEE-CIS,source_dataset_PaySim,is_fraud
0.3278298249494074,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0008583151966094,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0920252467766563,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0752977353879433,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0009072534464276,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1146872818827607,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4826542004153777,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0009573343851611,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0004410986974696,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0010213769048234,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0001415064400389,0,0,0,1,0,0,0,0,0,0,1,0,0
7.032730869647555e-05,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2446818374894833,0,0,0,0,0,0,1,0,0,0,0,1,1
0.3874326242048314,0,0,0,0,0,1,0,0,0,0,0,1,0
0.00065119763667,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0009084376876671,0,0,0,0,1,0,0,0,0,0,1,0,0
0.000649691364918,0,0,0,0,1,0,0,0,0,0,1,0,0
0.5012860652099321,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3311449213139219,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0009159898225892,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0004076386884133,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0154132737029779,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0007886111727759,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0003754979656501,0,0,1,0,0,0,0,0,0,0,1,0,0
7.519931870809253e-05,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0174913469881888,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4461404487256266,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0485192985095077,0,0,0,0,0,0,1,0,0,0,0,1,0
6.36062202582747e-05,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2797989116823009,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4269072802476767,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0015209604985946,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1128208241965832,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4086369310616816,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0141183266837495,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2832712939819665,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0007241427417906,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0005030428247602,0,0,1,0,0,0,0,0,0,0,1,0,0
0.000529064967786,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2151107935590157,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5092780210954917,0,0,0,0,0,0,0,0,0,1,0,1,0
6.43437740126986e-05,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1320499620990863,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2918993120701087,0,0,0,0,0,0,1,0,0,0,0,1,0
2.9907285337836492e-05,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0007424880929218,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0008495372681237,0,1,0,0,0,0,0,0,0,0,1,0,0
3.401057735188492e-05,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3734880589527755,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3449787911743279,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0002455326836558,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0635951777281204,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1456077375413925,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0007600127856501,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2568341575063702,0,0,0,0,0,0,0,0,0,1,0,1,0
7.699645672943526e-05,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0004702476528909,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4400026718144456,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4668594348239849,0,0,0,0,0,0,0,0,0,1,0,1,0
0.1692342540324193,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0003516053792392,0,1,0,0,0,0,0,0,0,0,1,0,0
4.417012061704785e-05,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0004459707074812,0,0,0,0,1,0,0,0,0,0,1,0,1
0.0008113506821904,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0007266254931611,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0008434914049536,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2937468634487785,0,0,0,0,0,0,1,0,0,0,0,1,0
0.000229638919652,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3347375664278827,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0047265872650229,1,0,0,0,0,0,0,0,0,0,1,0,1
0.3380088562546168,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2340410248174372,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0004292978373988,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1614983124042932,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1314407426979321,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0001832665258527,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9060635852363343,0,0,0,0,0,0,0,0,0,1,0,1,1
0.1396993606239995,0,0,0,0,0,0,1,0,0,0,0,1,0
3.040591322815124e-05,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5088260876294887,0,0,0,0,0,0,1,0,0,0,0,1,0
0.3875791169237734,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2904408358790191,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0004270124595682,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1667536010542655,0,0,0,0,0,0,0,0,0,1,0,1,1
0.0007229688886321,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4308863100362263,0,0,0,0,0,1,0,0,0,0,0,1,0
0.477188781661962,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4464565268676809,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0001567042026124,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0004787243270263,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0002895677592192,0,0,0,1,0,0,0,0,0,0,1,0,0
0.000689560819981,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0001591661778208,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2536726073678295,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0001409870359864,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0006689197029382,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2854540583479814,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0006624998688504,0,1,0,0,0,0,0,0,0,0,1,0,0
1.1613874611914278e-05,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0093246635793982,0,0,0,0,0,0,0,1,0,0,0,1,0
0.000407368598306,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1282459403119561,0,0,0,0,0,0,0,0,1,0,0,1,0
2.7382981643118097e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1775234025286874,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0008150384509625,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0001290095785378,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4294462519128352,0,0,0,0,0,0,0,0,0,1,0,1,0
4.721382836417744e-05,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0006088246540743,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4428169068512199,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4424447330715051,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0002829713277536,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0005169005248785,0,0,0,1,0,0,0,0,0,0,1,0,0
0.000396596158259,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0005249408996098,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0856126843455877,0,0,0,0,0,0,0,0,1,0,0,1,0
0.11709524945782,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0004105577391879,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4569748952284115,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1894776737803899,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5133807937054877,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0005282650855453,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3812541987325086,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0892608018123461,0,0,0,0,0,1,0,0,0,0,0,1,0
0.000664130797575,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0001522684920048,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1208994997827332,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2704874617419959,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2337950142820532,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0839480982384203,0,0,0,0,0,0,0,1,0,0,0,1,0
0.3572864441671288,0,0,0,0,0,0,0,0,1,0,0,1,0
0.000654002418553,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0003484993430058,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0047535131710999,1,0,0,0,0,0,0,0,0,0,1,0,1
0.9818349651796716,0,0,0,0,0,0,0,0,0,1,0,1,1
0.0005465273320281,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0923345311137051,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1225067332944334,0,0,0,0,0,0,1,0,0,0,0,1,0
0.006607827190532,0,0,0,0,0,0,1,0,0,0,0,1,0
0.2765771210617616,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0001828510026108,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0006685353439394,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1637112333695911,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4916815467270948,0,0,0,0,0,0,0,1,0,0,0,1,0
8.861033134134955e-05,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1574808674920274,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1148227112953864,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4353347252669399,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0003602067103471,0,0,0,1,0,0,0,0,0,0,1,0,0
2.906585077293036e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
9.683769153154284e-05,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0488455465829082,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3142720079547769,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0005492178450195,0,0,0,1,0,0,0,0,0,0,1,0,0
0.112239808435475,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0009806036867091,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0487005393595561,0,0,0,0,0,0,0,0,0,1,0,1,0
0.000867913783498,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0007603659804057,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0005782629196304,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1928063993072396,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0006760874788615,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0127281313493899,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0010060440971962,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5099438139860345,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0525975448601489,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0004459499313192,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1758371261082913,0,0,0,0,0,0,1,0,0,0,0,1,1
0.4484486803345419,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0001970826736469,1,0,0,0,0,0,0,0,0,0,1,0,0
0.489704310544619,0,0,0,0,0,0,0,0,1,0,0,1,0
0.25524327483424,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0005623899317887,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3692328100891536,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0008187054435726,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0004575118655258,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1054076506347065,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0001760675856863,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1539987100080954,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0004726680757752,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0004307833329887,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3110210268264921,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2113824281661598,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0004716292676704,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0006760459265373,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2729475670958364,0,0,0,0,0,1,0,0,0,0,0,1,0
7.90532967769836e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4286078402795141,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0001933014121453,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0009692702902855,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3218717514522797,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0359740389388907,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3912045260453604,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0001042547813999,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0004336192791149,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0002336175546935,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2182107943173457,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0004841884576577,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0001595089844954,0,1,0,0,0,0,0,0,0,0,1,0,0
0.000890746785642,0,0,0,0,1,0,0,0,0,0,1,0,1
0.1216377079862632,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0969866877780175,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0007336270597876,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0550235357558269,0,0,0,0,0,1,0,0,0,0,0,1,0
0.000215428024778,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0002510383666113,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2324159134182531,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0010188629892097,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0004658327184455,0,1,0,0,0,0,0,0,0,0,1,0,0
0.757340555681309,0,0,0,0,0,0,1,0,0,0,0,1,1
0.2577094676035746,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0006649410678968,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3762096946350859,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1354166248979241,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0003075910798379,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0005742427322647,0,1,0,0,0,0,0,0,0,0,1,0,0
4.751508271457594e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0026970263183072,1,0,0,0,0,0,0,0,0,0,1,0,1
0.016959747328627,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4429053198090213,0,0,0,0,0,0,0,0,1,0,0,1,0
0.4422408150405285,0,0,0,0,0,0,0,1,0,0,0,1,0
0.000663912647873,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0001319701816366,1,0,0,0,0,0,0,0,0,0,1,0,0
0.234612255006198,0,0,0,0,0,0,0,1,0,0,0,1,0
0.2229185064391039,0,0,0,0,0,0,0,0,0,1,0,1,0
0.33972661894867,0,0,0,0,0,0,0,0,0,1,0,1,0
6.648371870863271e-06,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0007838534316558,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2764549780047966,0,0,0,0,0,0,0,0,1,0,0,1,0
8.37175451676361e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0002958213840102,0,0,0,1,0,0,0,0,0,0,1,0,0
6.118579737403855e-06,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0823921714590174,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1649276153318519,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0004066725968758,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0001715176061872,0,0,1,0,0,0,0,0,0,0,1,0,0
2.252135971254933e-05,0,0,1,0,0,0,0,0,0,0,1,0,0
0.454738777678133,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0007923820461964,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5151086224500767,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0001695750350312,0,0,0,0,1,0,0,0,0,0,1,0,1
0.000259359219531,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0006745084905422,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0009689170955299,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1442667401588773,0,0,0,0,0,0,0,0,0,1,0,1,0
0.000904749918895,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0650493117013318,0,0,0,0,0,0,0,0,1,0,0,1,0
0.3843480289706959,0,0,0,0,0,0,0,0,0,1,0,1,0
0.3295196748696841,0,0,0,0,0,0,0,0,0,1,0,1,0
0.3263066829537926,0,0,0,0,0,0,0,1,0,0,0,1,0
0.000304609700577,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3322108630864422,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0004735302865022,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1084864700957791,0,0,0,0,0,0,0,1,0,0,0,1,0
0.3338049348994543,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1390853003770769,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0007568755851735,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4193601731568454,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4088323620304418,0,0,0,0,0,1,0,0,0,0,0,1,0
0.000350701616188,0,0,0,0,1,0,0,0,0,0,1,0,0
0.5087762871689435,0,0,0,0,0,0,0,0,0,1,0,1,0
0.4821660333226786,0,0,0,0,0,1,0,0,0,0,0,1,0
0.000909912795176,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0006355324104492,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0007012577992413,0,0,0,1,0,0,0,0,0,0,1,0,0
0.356261763852532,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0003260922521847,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2291725883057008,0,0,0,0,0,0,1,0,0,0,0,1,0
0.2188991605080062,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0005514824466881,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0241559034893252,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0004789424767283,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0005394426607532,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3511701186433124,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0813608012202255,0,0,0,0,0,0,0,0,0,1,0,1,0
0.3945260837962868,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0003836422211919,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0006087519375069,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2573384780650994,0,0,0,0,0,0,0,0,1,0,0,1,0
0.2412274681223553,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0001158894321739,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0007353307050795,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0002737051594586,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0002021520571984,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3384759770951123,0,0,0,0,0,0,0,1,0,0,0,1,0
0.1169835568103895,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2635682206578003,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2825625567643703,0,0,0,0,0,0,0,1,0,0,0,1,0
0.4383328916667541,0,0,0,0,0,0,0,0,1,0,0,1,0
0.3567550418811069,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0009218902526246,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4868591501905641,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0002603149229874,0,0,0,0,1,0,0,0,0,0,1,0,0
0.454090177061725,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0002731338150009,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0004566704309609,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1188901955940616,0,0,0,0,0,0,0,0,0,1,0,1,0
6.483201382196512e-05,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0002467377010574,0,0,0,0,1,0,0,0,0,0,1,0,0
0.000257001125133,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4769152115475571,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0010210340981488,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0003847952981883,0,1,0,0,0,0,0,0,0,0,1,0,0
0.0004144324934188,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0008337266087683,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3570383040751299,0,0,0,0,0,0,0,0,1,0,0,1,0
0.1785002768943003,0,0,0,0,0,0,0,0,0,1,0,1,0
1.3899252442523528e-05,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0007949790664584,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0675497851381256,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1119486409117743,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0003850965525387,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1364358514699706,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0009400901706211,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0004081477043847,0,1,0,0,0,0,0,0,0,0,1,0,0
