transaction_id,amount,is_fraud,channel_CARD_HOST,channel_CARD_PHONE,channel_CARD_RECURRING,channel_CARD_STORE,channel_CARD_WEB,channel_CASH_IN,channel_CASH_OUT,channel_DEBIT,channel_PAYMENT,channel_TRANSFER,source_dataset_IEEE-CIS,source_dataset_PaySim
PAYSIM_4_36,0.2628728529005132,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_37,0.12078949000443258,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_38,0.04153731341578076,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_39,0.4034291263301808,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_40,0.0633880290039378,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_41,0.874036840498391,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_42,0.48638955698677916,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_43,0.4550472829091032,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_44,0.14426674015887736,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_45,0.44224081504052853,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_46,0.0001764934970093234,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_47,0.009190730050443482,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_48,0.31296609112196155,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_49,0.1894776737803899,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_50,0.20072910824453166,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_51,0.29317091707122184,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_52,0.09961438404340886,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_53,0.10998818148019142,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_54,0.25170278827522224,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_55,0.39175830425796015,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_56,0.3217669980429894,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_57,0.15444811917040366,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_58,0.22351819996993688,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_59,0.757340555681309,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_60,0.038766043482221894,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_61,0.4065311527643151,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_62,0.13784432982697506,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_63,0.09233453111370511,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_64,0.3592258261822649,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_65,0.3210159190070407,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_66,0.3288784705669825,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_67,0.11889019559406161,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_68,0.12083840747808867,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_69,0.11468728188276073,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_70,0.09024978868046127,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_71,0.3405825137223954,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_72,0.44045786713789775,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_73,0.3762096946350859,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_74,0.48002814546679207,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_75,0.21025353462248725,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_76,0.33972661894867007,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_77,0.18399185283579547,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_78,0.2729475670958364,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_79,0.25016188266101497,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_80,0.0918778502946631,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_81,0.20105004800851656,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_82,0.5006069755756477,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_83,0.12911479941082957,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_84,0.06950060443049579,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_85,0.21741191972049412,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_86,0.41050019960697737,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_87,0.30236789035837525,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_88,0.3536977984643715,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_89,0.09853009691975735,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_90,0.3214815647400273,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_91,0.16802784462796488,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_92,0.4333356741142629,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_93,0.32685760444410417,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_94,0.10328848210086887,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_95,0.033565281869671754,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_96,0.022147212197435453,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_97,0.19291104883571944,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_98,0.1380851878741592,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_99,0.3355789075000594,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_100,0.31427200795477694,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_101,0.1381725204715316,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_102,0.0775169515303565,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_103,0.06607054317302065,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_104,0.44910292167895904,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_105,0.12646470644269825,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_106,0.3384981764243124,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_107,0.4210689293846298,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_108,0.3189537290977526,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_109,0.4464565268676809,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_110,0.2038106078305147,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_111,0.4966595359415658,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_112,0.06915846259309148,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_113,0.053059606705173894,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_114,0.3421243230996538,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_115,0.48970431054461905,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_116,0.42013273474440177,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_117,0.03969422891196174,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_118,0.14510560886776458,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_6_119,0.4832055270408502,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_120,0.13144074269793216,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_121,0.40573876033003764,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_122,0.42857222993768085,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_123,0.2573384780650994,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_124,0.20067096615490476,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_125,0.23379556485034875,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_126,0.11788781848947535,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_7_127,0.4619477942831689,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_128,0.23405278412518385,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_129,0.8720552932622803,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_130,0.4092581590845275,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_131,0.5133077031672324,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_132,0.23023702380646918,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_133,0.024846814759842628,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_134,0.019752094678632766,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_135,0.3875791169237734,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_136,0.3423026760631707,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_137,0.4166253238354416,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_138,0.054731017781589966,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_139,0.018479076898497128,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_140,0.26415665350877693,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_141,0.8745599219314932,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_142,0.23993610499108856,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_143,0.5150285303451949,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_144,0.5042051679248883,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_145,0.4894364330986285,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_4_146,0.4071267118388908,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_147,0.1843061442279095,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_148,0.21406198173214394,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_149,0.28547088703927953,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_150,0.43137812334537345,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_151,0.0356928024206722,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_152,0.22038090600064383,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_153,0.042914887231666775,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_154,0.2673136848320616,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_155,0.46688718138846463,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_156,0.4064215065688511,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_157,0.11834369942627665,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_158,0.5069272502946839,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_159,0.34662136493775414,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_160,0.005419877406100317,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_161,0.1326639392413605,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_162,0.1354166248979241,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_163,0.035974038938890764,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_164,0.4985316031915093,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_165,0.24840655666589134,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_166,0.46528421737807535,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_167,0.16736048313718382,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_168,0.06504931170133187,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_169,0.24637096024408664,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_170,0.059192148023506565,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_171,0.25243716327684534,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_172,0.4780003193296114,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_173,0.27048746174199595,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_174,0.3202098454700228,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_175,0.08136080122022553,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_176,0.022719803224813553,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_177,0.05755674203600363,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_178,0.3108772973371089,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_179,0.8937674941777402,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_180,0.19529212166894494,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_181,0.28571806103974096,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_182,0.20186758998701176,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_183,0.11990800938708554,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_184,0.1422092664383851,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_185,0.4821660333226786,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_186,0.3511047048969518,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_187,0.2576478974472018,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_188,0.006607827190532052,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_189,0.5368527978790031,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_190,0.3487532277066327,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_191,0.1646113190400956,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_192,0.4566903656885007,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_193,0.13423154222386166,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_194,0.28256255676437037,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_195,0.33037491519430334,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_8_196,0.11482271129538642,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_197,0.5081771442064061,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_2_198,0.3886099262061886,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_199,0.2897284420568941,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_200,0.09380347849049131,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_201,0.02797739802877852,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_202,0.16624084537372522,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_203,0.3912045260453604,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_7_204,0.13989276591695537,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_205,0.2802458692574818,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_206,0.37809494435987967,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_207,0.05606907533716854,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_208,0.3559432445114314,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_209,0.04772095370478964,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_210,0.5012860652099321,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_211,0.25367260736782954,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_212,0.07826401037893953,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_213,0.17783567863307811,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_7_214,0.2147296756415185,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_215,0.39380027896152847,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_9_216,0.38613339729621105,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_217,0.3178418096785128,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_3_218,0.055023535755826906,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_219,0.0787279628547153,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_4_220,0.0487005393595561,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_221,0.2997836786002518,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_222,0.45558394156413545,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_8_223,0.22531703124849048,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_224,0.08354731568349884,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_225,0.2898474375253015,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_226,0.4216227491495538,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_227,0.38524433337969877,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_8_228,0.140317046311208,1,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_229,0.1443443806766318,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_230,0.9433633718547617,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_231,0.45697489522841156,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_232,0.34153645120505377,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_233,0.16149831240429327,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_234,0.38557466396895124,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_235,0.42337111513037506,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_9_236,0.3194195929804412,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_237,0.35728644416712885,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_238,0.19491140888660857,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_2_239,0.2797989116823009,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_240,0.2722487401075602,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_241,0.44047444651525064,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_9_242,0.43627576075293645,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_4_243,0.4324927540537668,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_1_244,0.005733545513351436,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_245,0.38931297075537036,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_246,0.39405550372480225,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_247,0.3523494567085552,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_248,0.3928028673596833,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_249,0.43731787226753216,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_250,0.24428452455363192,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_251,0.26076549561482737,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_3_252,0.06477948129610425,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_253,0.20016558601190867,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_254,0.33416359378572524,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_255,0.40533848679108747,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_6_256,0.11282082419658321,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_7_257,0.07158813086946056,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_258,0.3443836060706699,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_6_259,0.0009801881634672587,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_260,0.09264938346219573,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_261,0.015103282976417911,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_262,0.08668286445517578,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_8_263,0.09417988021919266,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_2_264,0.2013589999269718,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_5_265,0.20896995216392558,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_266,0.454090177061725,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_1_267,0.264951549470587,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_268,0.3757356449445313,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_269,0.05409207808055686,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_4_270,0.11709524945782006,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_271,0.36510816018047004,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_272,0.02742983188864559,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_273,0.25273953953999706,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_5_274,0.311312235902517,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_6_275,0.312754423582523,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_276,0.011914952364934948,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_9_277,0.16730464720154964,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_5_278,0.33059300256782975,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_279,0.07739331258972056,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_1_280,0.36119827345937744,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_5_281,0.3874326242048314,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_3_282,0.5100323723769706,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_1_283,0.10899439531863203,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_4_284,0.4285714300554402,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_5_285,0.270242541955122,0,0,0,0,0,0,0,0,1,0,0,0,1
PAYSIM_7_286,0.19397789437129098,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_1_287,0.06356549898056567,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_3_288,0.3820207456211382,0,0,0,0,0,0,1,0,0,0,0,0,1
PAYSIM_2_289,0.12250673329443341,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_9_290,0.19291802962618385,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_6_291,0.14159929909539548,1,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_3_292,0.4162286861248583,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_293,0.3981650181993986,0,0,0,0,0,0,0,0,0,0,1,0,1
PAYSIM_8_294,0.3810392070071347,0,0,0,0,0,0,0,0,0,1,0,0,1
PAYSIM_2_295,0.15553285298154026,0,0,0,0,0,0,0,1,0,0,0,0,1
PAYSIM_6_296,0.09010824068809817,0,0,0,0,0,0,0,1,0,0,0,0,1
